169.584,24.719,4.398,198.702
166.449,24.633,6.268,197.351
169.359,24.766,6.662,200.788
167.297,26.495,6.776,200.569
172.237,26.465,6.622,205.325
168.34,27.743,7.248,203.332
166.676,27.559,6.968,201.204
170.252,30.611,7.033,207.897
170.459,32.281,6.802,209.543
172.143,35.771,6.981,214.896
174.412,34.369,7.425,216.208
172.383,35.911,7.86,216.155
173.878,36.492,7.638,218.009
177.497,37.939,7.655,223.092
175.289,39.018,7.837,222.145
173.981,39.169,8.199,221.35
173.232,40.234,8.67,222.137
172.407,40.366,8.586,221.36
171.994,37.875,9.077,218.947
172.207,36.686,8.138,217.032
171.3,36.012,7.773,215.086
171.031,36.837,7.628,215.498
168.803,36.511,8.319,213.634
171.694,37.519,7.713,216.927
171.335,37.363,7.531,216.23
170.855,37.548,7.71,216.114
172.738,38.647,7.344,218.73
171.137,40.002,8.348,219.488
173.804,40.951,7.26,222.016
171.729,38.396,7.756,217.881
171.149,38.148,6.54,215.838
172.522,39.135,6.607,218.265
172.304,39.625,6.333,218.263
171.163,37.777,6.076,215.017
170.235,36.982,6.078,213.296
171.03,37.598,7.513,216.142
173.122,39.257,8.461,220.841
172.005,41.512,8.11,221.628
173.63,41.959,9.194,224.784
174.601,43.823,8.482,226.907
174.116,48.779,7.506,230.402
176.063,55.802,9.674,241.539
179.681,65.709,7.874,253.265
178,67.157,8.021,253.179
176.569,60.557,8.126,245.254
174.014,51.669,7.499,233.183
171.873,49.899,7.213,228.986
176.517,54.851,7.969,239.337
178.305,60.874,8.137,247.317
178.335,67.932,10.442,256.71
178.628,71.908,9.037,259.575
178.639,73.036,9.379,261.056
179.819,69.69,9.198,258.708
180.267,71.342,9.171,260.78
178.933,72.567,9.357,260.858
179.058,70.942,8.772,258.772
176.765,65.869,8.652,251.287
178.729,60.318,9.973,249.022
176.199,51.361,9.386,236.947
173.631,45.911,9.285,228.828
174.369,46.877,9.696,230.944
170.336,48.407,8.045,226.788
175.844,49.487,7.977,233.308
173.555,54.02,8.095,235.671
177.272,55.529,7.65,240.452
175.835,53.858,7.204,236.898
175.678,50.603,9.044,235.326
175.492,47.424,10.509,233.426
176.867,45.894,8.892,231.655
172.456,42.69,9.006,224.153
172.828,39.455,6.773,219.057
176.272,40.905,8.369,225.547
172.952,42.704,8.796,224.454
174.123,43.239,8.532,225.895
174.601,41.457,9.879,225.938
174.311,42.154,7.47,223.936
173.885,42.101,7.415,223.401
173.441,41.963,7.503,222.909
176.172,45.422,7.81,229.404
175.644,47.49,9.835,232.969
175.018,45.627,8.107,228.754
175.547,41.848,7.465,224.861
170.8,39.708,15.12,225.629
178.536,40.455,9.324,228.317
174.766,41.02,7.453,223.24
177.707,43.725,8.896,230.33
175.386,47.699,9.741,232.827
174.949,50.87,8.821,234.641
174.23,54.805,10.296,239.332
176.969,58.707,9.532,245.209
178.215,58.674,9.728,246.618
182.819,62.829,11.757,257.405
182.145,70.154,9.42,261.721
180.378,76.224,9.901,266.504
186.29,83.37,10.988,280.649
183.256,88.63,11.253,283.14
183.235,90.009,11.228,284.473
183.575,89.002,11.798,284.375
187.388,86.94,10.972,285.301
182.736,86.615,11.491,280.843
186.18,84.104,11.275,281.56
183.39,80.553,10.411,274.355
180.8,79.165,13.308,273.273
180.715,78.326,11.394,270.437
186.624,79.825,11.723,278.173
185.489,84.384,12.206,282.08
182.739,89.187,12.635,284.561
182.14,86.118,13.045,281.304
186.552,84.435,14.283,285.271
