121.591,21.912,6.296,149.8
154.93,24.733,10.216,189.88
149.312,25.82,9.881,185.014
158.391,27.888,11.394,197.675
149.673,27.612,8.268,185.554
147.772,25.386,8.293,181.452
152.92,27.559,10.475,190.955
156.764,30.367,9.932,197.064
158.082,29.185,10.357,197.625
132.176,60.926,14.268,207.371
148.229,29.934,9.119,187.283
156.162,31.499,7.16,194.822
153.672,30.727,8.424,192.824
158.018,32.768,9.363,200.149
155.028,29.3,10.323,194.651
153.118,37.262,11.087,201.469
153.05,26.887,11.435,191.373
145.459,25.113,10.342,180.915
152.548,25.933,10.944,189.425
150.804,30.361,11.215,192.38
146.408,24.567,12.012,182.988
156.984,27.752,12.134,196.871
147.87,24.609,11.254,183.734
153.85,28.76,12.403,195.013
157.249,28.042,12.731,198.023
161.615,32.428,11.559,205.604
152.173,28.777,13.402,194.353
148.855,29.187,10.867,188.91
147.896,28.92,13.332,190.149
138.584,27.476,10.567,176.629
156.047,28.628,14.591,199.267
150.068,28.079,10.716,188.865
162.901,31.904,12.207,207.013
155.576,28.115,12.365,196.057
130.134,49.826,16.441,196.402
147.292,28.426,11.914,187.632
155.892,29.929,13.797,199.619
127.726,47.865,15.351,190.942
151.313,30.954,13.586,195.853
152.537,32.379,12.796,197.714
153.527,35.21,13.634,202.372
151.324,32.338,15.143,198.805
149.705,34.395,14.09,198.191
136.532,32.36,15.336,184.229
160.235,34.91,15.145,210.29
125.58,44.704,16.13,186.415
157.374,35.285,15.452,208.111
146.765,32.58,13.689,193.035
153.942,34.348,11.995,200.286
160.38,40.74,14.956,216.078
154.33,35.746,15.854,205.931
146.094,35.672,13.549,195.316
160.117,37.732,13.38,211.23
88.968,62.838,17.519,169.327
158.908,35.073,12.939,206.921
153.297,34.988,12.485,200.77
78.126,57.101,21.096,156.324
149.65,36.895,12.751,199.297
159.781,39.445,15.113,214.34
106.875,72.379,19.006,198.261
145.502,40.245,14.805,200.553
129.023,45.324,14.25,188.598
139.42,33.175,14.158,186.754
159.416,37.394,14.437,211.248
106.49,66.534,18.526,191.552
141.473,33.114,12.058,186.646
152.919,37.518,14.14,204.578
148.634,34.404,15.453,198.492
154.978,38.807,14.762,208.547
117.758,31.03,13.182,161.97
164.655,36.318,13.877,214.851
106.942,65.637,15.897,188.476
153.152,36.688,13.244,203.085
106.261,64.923,16.518,187.702
163.093,35.989,10.702,209.786
104.85,65.061,13.329,183.242
149.495,35.984,10.501,195.981
153.265,35.34,10.987,199.593
148.817,37.265,12.724,198.808
149.534,38.324,10.541,198.4
138.446,46.136,11.707,196.29
155.202,36.422,9.666,201.291
155.044,34.987,11.734,201.766
148.875,33.2,10.971,193.047
131.151,54.037,12.111,197.3
141.279,44.806,11.376,197.461
151.553,35.447,11.495,198.496
154.097,36.133,9.133,199.365
112.786,62.754,12.439,187.98
137.105,54.378,12.341,203.826
142.972,43.285,10.676,196.934
128.695,42.651,9.265,180.612
157.889,35.542,8.808,202.24
149.671,38.501,9.967,198.139
126.972,32.399,10.233,169.604
160.803,35.719,9.015,205.538
109.867,68.209,11.693,189.77
146.308,33.845,10.17,190.324
142.754,34.682,10.141,187.578
152.078,35.698,10.92,198.697
158.675,33.763,10.075,202.514
152.378,35.718,9.676,197.773
148.013,37.843,9.959,195.817
91.426,56.825,10.481,158.733
