22.971,9.155,6.675,38.802
20.803,10.957,6.199,37.96
14.247,14.256,6.897,35.4
20.357,9.647,5.874,35.879
17.67,12.347,4.216,34.234
11.104,8.602,3.188,22.894
15.092,9.562,2.684,27.339
24.946,12.099,3.556,40.602
18.224,10.728,3.705,32.658
19.669,14.24,4.003,37.913
18.073,12.332,5.018,35.424
15.386,10.753,5.445,31.586
13.208,9.893,4.959,28.062
15.266,7.67,4.692,27.629
18.495,13.537,5.977,38.01
12.653,8.646,4.702,26.002
26.476,10.387,4.367,41.231
13.843,9.578,4.063,27.485
20.161,10.266,3.135,33.563
12.552,7.13,4.065,23.748
15.16,7.382,3.822,26.365
13.034,10.977,4.889,28.902
14.884,13.309,6.387,34.581
20.621,9.439,4.443,34.504
15.97,8.7,3.087,27.757
22.292,9.57,4.034,35.897
18.199,8.239,3.295,29.734
23.903,14.627,2.902,41.433
18.94,15.091,3.969,38.001
10.736,10.337,3.477,24.55
16.948,9.903,4.633,31.484
17.529,12.818,6.22,36.568
25.473,10.533,7.05,43.057
12.94,10.504,6.257,29.702
18.462,14.149,5.946,38.558
18.603,10.447,3.54,32.591
16.265,9.746,4.918,30.93
13.077,8.275,2.798,24.15
16.181,8.101,4.87,29.153
24.784,8.657,4.385,37.827
22.354,11.786,5.913,40.054
24.336,10.941,3.392,38.67
12.475,10.047,3.576,26.1
12.92,8.057,4.798,25.776
18.485,11.662,5.636,35.785
18.478,11.257,6.16,35.896
17.736,9.316,3.79,30.843
17.537,14.044,3.512,35.094
17.378,11.023,4.73,33.133
18.687,8.749,2.702,30.139
16.172,9.056,3.57,28.799
16.432,14.898,4.826,36.157
21.943,10.061,4.402,36.407
11.129,11.882,3.091,26.103
15.479,9.484,3.753,28.717
13.829,9.391,4.472,27.693
11.986,7.826,3.86,23.673
11.801,8.79,5.524,26.116
19.245,8.666,4.622,32.534
16.437,9.233,3.215,28.886
14.035,12.56,4.036,30.631
25.557,13.329,4.449,43.336
15.476,8.153,4.39,28.02
15.961,10.147,2.842,28.95
20.604,11.544,2.928,35.077
28.334,14.776,3.523,46.634
18.638,10.067,1.604,30.31
14.22,8.158,4.185,26.565
22.532,12.75,3.537,38.82
18.628,10.589,5.001,34.219
17.358,11.315,4.561,33.235
13.682,8.151,3.595,25.429
16.121,11.704,4.8,32.626
13.952,10.954,4.655,29.562
21.617,11.189,3.781,36.588
18.743,8.042,3.976,30.762
13.399,8.238,2.839,24.478
16.902,11.486,3.808,32.198
13.966,8.924,4.079,26.971
22.124,11.645,4.107,37.877
12.484,10.821,5.859,29.165
